شماره کارت,شناسه دستگاه پوز,تاریخ تراکنش,مبلغ تراکنش(ریال),زمان تراکنش
5028068000003310,293800041401,1397/10/02,48000000,125626
5028068000003411,578500041701,1397/10/02,70000000,164942
5028068000003411,578500041301,1397/10/02,20520000,132329
5028068000003418,694900041519,1397/10/02,79820000,171654
5028068000003554,621400041719,1397/10/02,20520000,041717
5028068000003554,293800041001,1397/10/02,20520000,011451
5028068000003556,741200041619,1397/10/02,26600000,223159
5028068000003556,694900041519,1397/10/02,105000000,211722
5028068000003584,741200041419,1397/10/02,52000000,233111
5028068000003584,694900041719,1397/10/02,64820000,231433
5028069000000062,741200040619,1397/10/02,60000000,214002
5028069000000109,694900040319,1397/10/02,600000,011114
5028069000000192,741200040719,1397/10/02,65000000,105810
5028069000000663,621400040019,1397/10/02,40000000,040211
5028069000000663,293800040301,1397/10/02,64820000,164445
5028069000000819,621400040519,1397/10/02,13100000,001701
5028069000000819,578500040401,1397/10/02,13100000,091345
5028069000001018,694900040319,1397/10/02,73400000,041804
5028069000001018,578500040901,1397/10/02,35180000,203353
5028069000001028,578500040701,1397/10/02,23360000,061744
5028069000001028,293800040201,1397/10/02,70000000,002433
5028069000001061,694900040219,1397/10/02,88560000,084922
5028069000001080,741200040519,1397/10/02,20520000,062809
5028069000001080,293800040701,1397/10/02,79480000,020808
5028069000001163,293800040601,1397/10/02,35000000,095849
5028069000001469,578500040301,1397/10/02,79820000,201414
5028069000001469,293800040701,1397/10/02,35180000,165141
5028069000001489,694900040219,1397/10/02,57000000,162832
5028069000001489,621400040919,1397/10/02,65000000,165641
5028069000001598,741200040819,1397/10/02,73400000,004625
5028069000001610,694900040219,1397/10/02,40000000,232138
5028069000001676,741200040719,1397/10/02,30000000,054151
5028069000001676,694900040619,1397/10/02,20520000,082342
5028069000001683,694900040919,1397/10/02,50000000,101719
5028069000001683,694900040219,1397/10/02,23360000,134352
5028069000001708,293800040901,1397/10/02,40000000,012355
5028069000001708,293800040001,1397/10/02,86900000,211718
5028069000001835,741200040519,1397/10/02,48000000,214051
5028069000001905,578500040301,1397/10/02,64820000,221143
5028069000002027,621400041519,1397/10/02,70000000,085903
5028069000002031,621400041119,1397/10/02,79480000,141737
5028069000002031,293800041001,1397/10/02,64820000,185038
5028069000002039,578500041201,1397/10/02,52000000,014523
5028069000002116,293800041101,1397/10/02,79480000,201736
5028069000002200,578500041401,1397/10/02,79480000,173924
5028069000002202,621400041019,1397/10/02,23360000,151740
5028069000002202,578500041701,1397/10/02,26600000,091131
5028069000002438,293800041001,1397/10/02,88560000,001711
5028069000002449,578500041201,1397/10/02,79820000,165145
5028069000002559,621400041519,1397/10/02,64820000,202625
5028069000002567,694900041619,1397/10/02,76640000,112254
5028069000002567,578500041601,1397/10/02,105000000,131615
5028069000002584,621400041519,1397/10/02,30000000,034814
5028069000002584,293800041601,1397/10/02,35000000,204314
5028069000002672,621400041919,1397/10/02,48000000,013508
5028069000002722,741200041019,1397/10/02,600000,002023
5028069000002784,578500041001,1397/10/02,26600000,092043
5028069000002849,621400041519,1397/10/02,20520000,210916
5028069000002849,578500041001,1397/10/02,26600000,191733
5028069000003039,694900041319,1397/10/02,600000,104332
5028069000003077,293800041101,1397/10/02,79480000,112338
5028069000003099,694900041919,1397/10/02,70000000,072425
5028069000003377,621400041019,1397/10/02,86900000,195249
5028069000003390,621400041519,1397/10/02,30000000,012331
5028069000003398,293800041101,1397/10/02,52000000,202133
5028069000003433,741200041219,1397/10/02,48000000,084844
5028069000003669,741200041419,1397/10/02,70000000,110246
5028069000003855,293800041601,1397/10/02,57000000,211744
5028069000003883,741200041419,1397/10/02,48000000,032334
5028069000003883,621400041519,1397/10/02,88560000,043930
5028069000003921,694900041219,1397/10/02,40000000,045124
5028069000003923,741200041819,1397/10/02,40000000,051036
5028069000003980,694900041319,1397/10/02,43000000,151727
5029080000099309,376900008119,1397/10/02,4563000,052406
5029080000100107,280690011601,1397/10/02,3900000,055527
5029080000100426,921060005001,1397/10/02,7504780,034643
5029080000101035,377080029119,1397/10/02,8000000,111329
5029080000101434,210650000719,1397/10/02,7504780,182150
5029080000101474,198670026119,1397/10/02,5364000,094848
5029080000101823,043380017919,1397/10/02,4952200,153337
5029080000102031,921060023101,1397/10/02,4563000,173139
5029080000102161,959920026919,1397/10/02,8708000,191732
5029080000102363,959980001919,1397/10/02,4563000,111719
5029080000102486,802380029119,1397/10/02,3000000,131501
5029080000103613,946301004101,1397/10/02,4952200,115754
5029080000103702,776001005319,1397/10/02,3900000,061825
5029080000105218,198600016719,1397/10/02,3000000,174226
5029080000105389,043350004419,1397/10/02,2000000,211710
5029080000106960,921050010001,1397/10/02,3369000,171727
5029380000001106,578500041101,1397/10/02,1130000,064736
5029380000001118,694900041219,1397/10/02,1760000,043219
5029380000004000,802380042119,1397/10/02,1056000,141744
5029380000004000,578500042001,1397/10/02,106550000,161714
5029380000004003,578500042001,1397/10/02,105720000,121634
5029380000004003,578500042001,1397/10/02,105720000,131730
5029380000004006,578500042001,1397/10/02,105000000,211742
5029380000004006,293800042001,1397/10/02,110260000,051623
5029380000004017,293800042001,1397/10/02,105000000,012055
5029380000004017,293800042001,1397/10/02,105000000,062012
5029380000004019,621400042019,1397/10/02,105000000,105905
5029380000004019,578500042001,1397/10/02,110090000,191728
5029380000004020,293800042001,1397/10/02,105000000,131702
5029380000004020,293800042001,1397/10/02,110090000,054244
5029380000004025,621400042019,1397/10/02,105720000,011730
5029380000004025,578500042001,1397/10/02,110260000,203159
5029380000004032,621400042019,1397/10/02,110260000,141751
5029380000004032,293800042001,1397/10/02,105720000,092145
5029380000004042,621400042019,1397/10/02,105720000,231718
5029380000004042,578500042001,1397/10/02,105000000,221711
5029380000004045,621400042019,1397/10/02,106550000,181638
5029380000004045,293800042001,1397/10/02,105720000,190847
5029380000004047,578500042001,1397/10/02,105000000,141711
5029380000004047,293800042001,1397/10/02,110090000,050833
5029380000004052,621400042019,1397/10/02,111680000,123656
5029380000004052,293800042001,1397/10/02,113300000,204727
5029380000004054,578500042001,1397/10/02,105000000,011710
5029380000004054,578500042001,1397/10/02,105000000,022029
5029380000004055,621400042019,1397/10/02,110090000,071703
5029380000004055,578500042001,1397/10/02,106550000,221718
5029380000004066,621400042019,1397/10/02,113300000,181731
5029380000004066,578500042001,1397/10/02,111680000,062630
5029380000004070,578500042001,1397/10/02,105720000,055913
5029380000004070,578500042001,1397/10/02,106550000,124234
5029380000004072,293800042001,1397/10/02,105000000,043849
5029380000004072,293800042001,1397/10/02,105000000,191625
5029380000004077,578500042001,1397/10/02,106550000,110256
5029380000004077,578500042001,1397/10/02,110090000,041610
5029380000004078,621400042019,1397/10/02,106550000,071655
5029380000004078,578500042001,1397/10/02,106550000,121747
5029380000004080,293800042001,1397/10/02,105720000,000148
5029380000004080,293800042001,1397/10/02,106550000,193824
5029380000004085,621400042019,1397/10/02,106550000,041527
5029380000004085,578500042001,1397/10/02,105000000,111753
5029380000004088,578500042001,1397/10/02,110260000,175442
5029380000004088,293800042001,1397/10/02,110090000,210211
5029380000004091,578500042001,1397/10/02,105720000,045604
5029380000004091,293800042001,1397/10/02,105000000,141755
5029380000004106,377040042419,1397/10/02,105000000,170421
5029380000004106,043320042419,1397/10/02,105720000,121718
5029380000004107,210690042419,1397/10/02,105720000,002101
5029380000004107,043390042419,1397/10/02,110090000,151821
5029380000004110,377040042419,1397/10/02,105000000,143953
5029380000004110,210690042419,1397/10/02,106550000,005154
5029380000004113,280600042401,1397/10/02,110090000,011725
5029380000004113,280600042401,1397/10/02,117500000,184923
5029380000004127,280600042401,1397/10/02,110090000,083217
5029380000004127,210690042419,1397/10/02,105720000,063955
5029380000004130,280600042401,1397/10/02,110260000,131717
5029380000004130,043320042419,1397/10/02,105000000,111429
5029380000004140,280600042401,1397/10/02,110090000,101703
5029380000004140,210600042419,1397/10/02,105000000,081722
5029380000004143,377040042419,1397/10/02,106550000,141701
5029380000004143,043390042419,1397/10/02,110090000,073250
5029380000004148,377040042419,1397/10/02,106550000,175005
5029380000004148,210690042419,1397/10/02,117590000,071755
5029380000004160,377040042419,1397/10/02,105000000,131705
5029380000004160,043390042419,1397/10/02,110090000,184213
5029380000004163,280600042401,1397/10/02,106550000,150521
5029380000004163,280600042401,1397/10/02,110260000,111155
5029380000004174,377040042419,1397/10/02,105000000,211505
5029380000004174,210600042419,1397/10/02,105720000,002056
5029380000004182,377040042419,1397/10/02,113300000,071752
5029380000004182,043390042419,1397/10/02,105720000,180558
5029380000004186,377040042419,1397/10/02,106550000,020459
5029380000004186,210690042419,1397/10/02,106550000,031617
5029380000004188,377040042419,1397/10/02,106550000,063448
5029380000004188,043390042419,1397/10/02,111680000,011747
5029380000004192,280600042401,1397/10/02,110260000,011727
5029380000004192,210600042419,1397/10/02,111680000,131736
5029380000004194,043320042419,1397/10/02,105720000,021734
5029380000004194,043320042419,1397/10/02,105720000,161753
5029380000004197,210600042419,1397/10/02,105000000,161638
5029380000004197,043390042419,1397/10/02,105000000,042237
5029380000004199,377040042419,1397/10/02,115000000,074046
5029380000004199,043320042419,1397/10/02,110260000,032226
5029380000099068,210690009419,1397/10/02,5364000,164928
5029380000099530,580101005701,1397/10/02,3369000,170936
5029380000099848,043330016919,1397/10/02,4095000,182453
5029380000100430,043350005419,1397/10/02,8000000,191727
5029380000100621,379920030219,1397/10/02,3675000,200311
5029380000101096,802340023819,1397/10/02,7504780,115501
5029380000103248,043370006519,1397/10/02,2325000,124443
5029380000103462,377030000119,1397/10/02,4563000,105841
5029380000103787,802370011019,1397/10/02,1905000,111753
5029380000103907,377020036719,1397/10/02,8000000,075616
5029380000104094,802390019519,1397/10/02,4563000,005858
5029380000104211,043360013319,1397/10/02,5364000,054925
5029380000104762,959990025419,1397/10/02,8000000,184450
5029380000105089,959990016519,1397/10/02,3900000,082326
5029380000105955,621401003719,1397/10/02,8000000,094117
5029380000106112,802340000919,1397/10/02,636000,081351
5029380000106593,802340014219,1397/10/02,3369000,065831
5041720000000650,694900040119,1397/10/02,88560000,065604
5041720000000695,694900040119,1397/10/02,60000000,084756
5041720000000930,621400040719,1397/10/02,30000000,154014
5041720000001797,293800040501,1397/10/02,35000000,235753
5041720000001857,694900040219,1397/10/02,13100000,081738
5041720000001857,621400040219,1397/10/02,60000000,001449
5041720000002344,578500041401,1397/10/02,600000,001723
5041720000002352,621400041819,1397/10/02,52000000,161931
5041721000000124,694900040719,1397/10/02,30000000,172823
5041721000000124,578500040001,1397/10/02,35000000,211648
5041721000000936,578500040601,1397/10/02,35180000,155423
5041721000000936,293800040501,1397/10/02,40000000,091706
5041721000001220,741200040119,1397/10/02,60000000,051211
5041721000001390,694900040719,1397/10/02,79820000,163154
5041721000001711,694900040719,1397/10/02,73400000,201758
5041721000001711,694900040119,1397/10/02,20520000,035729
5041721000001876,621400040019,1397/10/02,43000000,010559
5041721000001876,293800040301,1397/10/02,70000000,211758
5041721000001924,621400040919,1397/10/02,26600000,191756
5041721000001924,293800040101,1397/10/02,65000000,001614
5041721000002052,741200041819,1397/10/02,60000000,104401
5041721000003479,741200041519,1397/10/02,35180000,161741
5041721000003479,578500041301,1397/10/02,40000000,205851
5041722000000872,578500040801,1397/10/02,48000000,174753
5041722000000903,741200040119,1397/10/02,79480000,032407
5041722000000903,578500040801,1397/10/02,35000000,171534
5041722000001063,578500040801,1397/10/02,52000000,095748
5041722000001542,621400040619,1397/10/02,79820000,095611
5041722000001542,293800040701,1397/10/02,48000000,231757
5041722000001887,293800040001,1397/10/02,76640000,235719
5041722000002566,621400041519,1397/10/02,35180000,092635
5041722000002566,578500041201,1397/10/02,13100000,161739
5041722000002695,694900041619,1397/10/02,65000000,005401
5041722000002695,578500041201,1397/10/02,79820000,171704
5041722000003264,741200041219,1397/10/02,20520000,192956
5041722000003264,621400041119,1397/10/02,50000000,210957
5041722000003435,694900041719,1397/10/02,64820000,071942
5041722000003628,621400041019,1397/10/02,64820000,082833
5041722000003628,578500041401,1397/10/02,48000000,144624
5041722000003692,621400041519,1397/10/02,40000000,101741
5041722000003692,578500041501,1397/10/02,70000000,063223
5041722000003918,578500041901,1397/10/02,23360000,032541
5041722000003918,293800041901,1397/10/02,43000000,065537
5041723000000038,621400040119,1397/10/02,60000000,071619
5041723000000824,741200040519,1397/10/02,35000000,080553
5041723000000824,621400040619,1397/10/02,40000000,112314
5041723000001042,578500040401,1397/10/02,600000,164354
5041723000001718,694900040619,1397/10/02,35180000,230804
5041723000001743,694900040119,1397/10/02,88560000,123251
5041723000001750,578500040801,1397/10/02,57000000,052423
5041723000002036,694900041119,1397/10/02,60000000,055542
5041723000002734,694900041219,1397/10/02,600000,151709
5041723000002734,293800041001,1397/10/02,79820000,200914
5041723000002768,741200041419,1397/10/02,35000000,043837
5041723000002768,621400041519,1397/10/02,23360000,071701
5041723000003103,741200041719,1397/10/02,40000000,153118
5041723000003159,694900041819,1397/10/02,40000000,185144
5041723000003159,293800041001,1397/10/02,79820000,203632
5041723000003684,578500041701,1397/10/02,64820000,231902
5041723000003819,741200041719,1397/10/02,13100000,121758
5041723000003819,694900041119,1397/10/02,35180000,145330
